epoch,loss,val_acc,val_loss
0,3.2491527817361461,0.64917001690504683,2.0066707955216461
1,3.0851809634805734,0.66788717654516117,1.9956456906390641
2,3.0778387012757782,0.66306286150554439,2.0699217139549977
3,3.0084636146685759,0.67670211983176898,1.9732677059353523
4,3.0166207432603089,0.68233325458922478,1.8673336517136052
5,2.9578777587600729,0.68214492977790109,2.3807916258865931
6,2.9703723786104428,0.70226816073903497,1.8469433177192256
7,2.976821024829142,0.69741104458862879,1.8663586355605215
8,2.9184864864418389,0.69860496217349788,2.0216691167849414
9,2.8824630908137783,0.69173926058805213,1.9738465693761718
10,2.9103699409199568,0.70347457393160406,2.0971442382290677
11,2.8841227333278221,0.69475908942942355,2.3966476917266846
12,2.8702098657483792,0.70968217163715719,2.3892823300271666
13,2.8094605109659985,0.71656342441180965,2.4103594703494378
14,2.842892643194578,0.70241310067896578,2.1220746096575036
15,2.8272807750540849,0.71036824134160892,2.1401538500246011
16,2.812746199825273,0.71297398996802996,2.3705144738251307
17,2.8129195922534054,0.72131677056258581,2.0658641997373328
18,2.8150312142723002,0.70853994477469961,2.2441510704328431
19,2.8294279345269659,0.71316263360797238,2.3770173338224305
20,2.8064248338970832,0.70853764549741205,2.5251238391084492
21,2.8346513801662137,0.7085064385297164,2.2799129643530214
